# coding=utf-82018-07-24 15:18:20,037 Run.py run[line:42] INFO start run testcase...
2018-07-24 15:24:59,881 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,881 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,885 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.885924
2018-07-24 15:24:59,885 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,885 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,888 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.888924
2018-07-24 15:24:59,888 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,888 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,892 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.892924
2018-07-24 15:24:59,892 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,893 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,896 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.896924
2018-07-24 15:24:59,896 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,896 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,899 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.899924
2018-07-24 15:24:59,899 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,900 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,902 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.902925
2018-07-24 15:24:59,903 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,903 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,906 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.906925
2018-07-24 15:24:59,906 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,907 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,912 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.912925
2018-07-24 15:24:59,912 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,912 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,915 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.915925
2018-07-24 15:24:59,915 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,916 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,919 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.919926
2018-07-24 15:24:59,919 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,920 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,924 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.924926
2018-07-24 15:24:59,924 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,924 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,931 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.931926
2018-07-24 15:24:59,931 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,932 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,935 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.935927
2018-07-24 15:24:59,935 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,935 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,939 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.939927
2018-07-24 15:24:59,939 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,939 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,945 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.945927
2018-07-24 15:24:59,945 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,945 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,948 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.948927
2018-07-24 15:24:59,949 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,949 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,952 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.952928
2018-07-24 15:24:59,952 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,952 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,955 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.955928
2018-07-24 15:24:59,955 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,956 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,959 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.959928
2018-07-24 15:24:59,959 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,959 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,962 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.962928
2018-07-24 15:24:59,962 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,962 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,965 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.965928
2018-07-24 15:24:59,965 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,965 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,968 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.968928
2018-07-24 15:24:59,968 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,968 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,971 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.971929
2018-07-24 15:24:59,971 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,971 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,974 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.974929
2018-07-24 15:24:59,974 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,974 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,978 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.978929
2018-07-24 15:24:59,978 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,978 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,981 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.981929
2018-07-24 15:24:59,981 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,982 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,984 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.984929
2018-07-24 15:24:59,985 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,985 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,988 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.988930
2018-07-24 15:24:59,988 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,988 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,991 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.991930
2018-07-24 15:24:59,991 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,991 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,994 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.994930
2018-07-24 15:24:59,994 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,994 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:24:59,997 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:24:59.997930
2018-07-24 15:24:59,997 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:24:59,997 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,000 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.000930
2018-07-24 15:25:00,000 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,000 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,004 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.004930
2018-07-24 15:25:00,004 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,004 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,011 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.011931
2018-07-24 15:25:00,011 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,011 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,015 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.015931
2018-07-24 15:25:00,015 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,015 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,019 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.019931
2018-07-24 15:25:00,019 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,019 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,023 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.023932
2018-07-24 15:25:00,023 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,023 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,027 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.027932
2018-07-24 15:25:00,027 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,027 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,030 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.030932
2018-07-24 15:25:00,030 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,030 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,034 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.034932
2018-07-24 15:25:00,034 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,034 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,037 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.037932
2018-07-24 15:25:00,038 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,038 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,043 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.043933
2018-07-24 15:25:00,043 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,043 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,046 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.046933
2018-07-24 15:25:00,047 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,047 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,049 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.049933
2018-07-24 15:25:00,050 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,050 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,052 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.052933
2018-07-24 15:25:00,052 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,053 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,056 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.056933
2018-07-24 15:25:00,056 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,056 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,060 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.060934
2018-07-24 15:25:00,060 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,060 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,064 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.064934
2018-07-24 15:25:00,064 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,064 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,067 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.067934
2018-07-24 15:25:00,067 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,067 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,070 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.070934
2018-07-24 15:25:00,070 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,070 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,076 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.076935
2018-07-24 15:25:00,077 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,077 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,080 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.080935
2018-07-24 15:25:00,080 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,080 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,082 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.082935
2018-07-24 15:25:00,083 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,083 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,086 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.086935
2018-07-24 15:25:00,086 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,086 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,089 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.089935
2018-07-24 15:25:00,089 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,090 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,092 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.092936
2018-07-24 15:25:00,093 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,093 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,096 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.096936
2018-07-24 15:25:00,096 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,096 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,099 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.099936
2018-07-24 15:25:00,099 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,099 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,102 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.102936
2018-07-24 15:25:00,102 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,102 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,106 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.106936
2018-07-24 15:25:00,106 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,106 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,110 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.110937
2018-07-24 15:25:00,110 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,111 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,114 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.114937
2018-07-24 15:25:00,114 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,114 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,116 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.116937
2018-07-24 15:25:00,116 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,116 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,119 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.119937
2018-07-24 15:25:00,119 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,119 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,123 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.123937
2018-07-24 15:25:00,123 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,123 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,126 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.126937
2018-07-24 15:25:00,126 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,127 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,130 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.130938
2018-07-24 15:25:00,130 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,130 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,133 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.133938
2018-07-24 15:25:00,133 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,133 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,136 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.136938
2018-07-24 15:25:00,136 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,136 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,139 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.139938
2018-07-24 15:25:00,139 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,139 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,145 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.145939
2018-07-24 15:25:00,145 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,145 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,148 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.148939
2018-07-24 15:25:00,148 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,148 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,151 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.151939
2018-07-24 15:25:00,151 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,151 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,154 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.154939
2018-07-24 15:25:00,154 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,154 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,158 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.158939
2018-07-24 15:25:00,158 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,158 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,161 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.161939
2018-07-24 15:25:00,161 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,161 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,164 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.164940
2018-07-24 15:25:00,165 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,165 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,167 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.167940
2018-07-24 15:25:00,167 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,167 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,170 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.170940
2018-07-24 15:25:00,170 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,170 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,173 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.173940
2018-07-24 15:25:00,173 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,173 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,178 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.178940
2018-07-24 15:25:00,178 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,178 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,181 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.181941
2018-07-24 15:25:00,181 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
2018-07-24 15:25:00,181 Common.py loading_view_progress_bar_value[line:63] INFO ==========载入场景 进度条数值==========
2018-07-24 15:25:00,184 Common.py wait_for_loading_bar_completed[line:85] INFO 结束时间: 2018-07-24 15:25:00.184941
2018-07-24 15:25:00,184 Common.py wait_for_loading_bar_completed[line:87] INFO 超时时间: 0
